sep=,
Steam Sales data for Sauropod Studio: 2016-12-22 - 2017-01-21

Date,Product(ID#),Product Name,Type,Game,Platform,Country Code,Country,Region,Gross Units Sold,Chargeback/Returns,Net Units Sold,Base Price,Sale Price,Currency,Gross Steam Sales (USD),Chargeback/Returns (USD),VAT/Tax (USD),Net Steam Sales (USD),Tag
2017-01-12,26276,Castle Story,Steam,Castle Story,Windows,GB,United Kingdom,Western Europe,1,0,1,14.99,14.99,GBP,18.3900,0.0000,-3.0670,15.3230,
2017-01-12,26276,Castle Story,Steam,Castle Story,Windows,IT,Italy,Western Europe,1,0,1,19.99,19.99,EUR,21.2800,0.0000,-3.8323,17.4477,
2017-01-12,26276,Castle Story,Steam,Castle Story,Windows,NZ,New Zealand,Oceania,1,0,1,23.99,23.99,NZD,17.2182,0.0000,0.0000,17.2182,
2017-01-12,26276,Castle Story,Steam,Castle Story,Windows,RU,Russian Federation,Russian Territories,3,0,3,419.00,419.00,RUB,21.0300,0.0000,0.0000,21.0300,
2017-01-12,26276,Castle Story,Steam,Castle Story,Windows,SE,Sweden,Western Europe,1,0,1,19.99,19.99,EUR,21.2600,0.0000,-4.2541,17.0059,
2017-01-12,26276,Castle Story,Steam,Castle Story,Windows,TR,Turkey,Middle East,1,0,1,31.00,31.00,TRY,8.0000,0.0000,0.0000,8.0000,
2017-01-12,26276,Castle Story,Steam,Castle Story,Windows,US,United States,North America,4,0,4,19.99,19.99,USD,79.9600,0.0000,0.0000,79.9600,
2017-01-12,26276,Castle Story,Steam,Castle Story,Mac,GB,United Kingdom,Western Europe,1,0,1,14.99,14.99,GBP,18.1600,0.0000,-3.0287,15.1313,
2017-01-13,26276,Castle Story,Steam,Castle Story,Windows,AT,Austria,Western Europe,1,0,1,19.99,19.99,EUR,21.2800,0.0000,-3.5449,17.7351,
2017-01-13,26276,Castle Story,Steam,Castle Story,Windows,BR,Brazil,Latin America,3,1,2,36.99,36.99,BRL,34.9400,11.5600,0.0000,23.3800,
2017-01-13,26276,Castle Story,Retail,Castle Story,Windows,CA,Canada,North America,1,0,1,0.00,0.00,USD,0.0000,0.0000,0.0000,0.0000,Steam Gifts
2017-01-13,26276,Castle Story,Steam,Castle Story,Windows,CA,Canada,North America,2,1,1,21.99,21.99,CAD,33.5800,16.7600,0.0000,16.8200,
2017-01-13,26276,Castle Story,Steam,Castle Story,Windows,CH,Switzerland,Western Europe,1,0,1,19.00,19.00,CHF,18.9600,0.0000,0.0000,18.9600,
2017-01-13,26276,Castle Story,Steam,Castle Story,Windows,CZ,Czech Republic,Eastern Europe,1,0,1,19.99,19.99,EUR,21.2600,0.0000,-3.6905,17.5695,
2017-01-13,26276,Castle Story,Steam,Castle Story,Windows,DE,Germany,Western Europe,1,1,0,19.99,19.99,EUR,21.2600,21.2600,0.0000,0.0000,
2017-01-13,26276,Castle Story,Retail,Castle Story,Windows,DK,Denmark,Western Europe,1,0,1,0.00,0.00,USD,0.0000,0.0000,0.0000,0.0000,Kickstarter
2017-01-13,26276,Castle Story,Steam,Castle Story,Windows,DK,Denmark,Western Europe,1,0,1,19.99,19.99,EUR,21.2700,0.0000,-4.2561,17.0139,
2017-01-13,26276,Castle Story,Steam,Castle Story,Windows,FR,France,Western Europe,7,1,6,19.99,19.99,EUR,149.0200,21.2800,-21.2796,106.4604,
2017-01-13,26276,Castle Story,Steam,Castle Story,Windows,NL,Netherlands,Western Europe,1,0,1,19.99,19.99,EUR,21.3500,0.0000,-3.7061,17.6439,
2017-01-13,26276,Castle Story,Steam,Castle Story,Windows,NO,Norway,Western Europe,1,0,1,140.00,140.00,NOK,16.5100,0.0000,-3.3020,13.2080,
2017-01-13,26276,Castle Story,Steam,Castle Story,Windows,PL,Poland,Eastern Europe,1,0,1,19.99,19.99,EUR,21.2600,0.0000,-3.9776,17.2824,
2017-01-13,26276,Castle Story,Steam,Castle Story,Windows,RU,Russian Federation,Russian Territories,7,2,5,419.00,419.00,RUB,49.4898,14.1600,0.0000,35.3298,
2017-01-13,26276,Castle Story,Steam,Castle Story,Windows,SE,Sweden,Western Europe,1,0,1,19.99,19.99,EUR,21.3000,0.0000,-4.2621,17.0379,
2017-01-13,26276,Castle Story,Retail,Castle Story,Windows,US,United States,North America,1,0,1,0.00,0.00,USD,0.0000,0.0000,0.0000,0.0000,Steam Gifts
2017-01-13,26276,Castle Story,Steam,Castle Story,Windows,US,United States,North America,9,0,9,19.99,19.99,USD,179.9100,0.0000,0.0000,179.9100,
2017-01-13,26276,Castle Story,Steam,Castle Story,Mac,SK,Slovakia (Slovak Republic),Eastern Europe,1,0,1,19.99,19.99,EUR,21.3000,0.0000,-3.5482,17.7518,
2017-01-14,26276,Castle Story,Steam,Castle Story,Windows,AT,Austria,Western Europe,0,1,-1,19.99,19.99,EUR,0.0000,21.2600,3.5416,-17.7184,
2017-01-14,26276,Castle Story,Steam,Castle Story,Windows,BE,Belgium,Western Europe,1,0,1,19.99,19.99,EUR,21.2600,0.0000,-3.6905,17.5695,
2017-01-14,26276,Castle Story,Steam,Castle Story,Windows,BR,Brazil,Latin America,4,2,2,36.99,36.99,BRL,46.3000,23.1200,0.0000,23.1800,
2017-01-14,26276,Castle Story,Steam,Castle Story,Windows,CA,Canada,North America,4,0,4,21.99,21.99,CAD,67.0348,0.0000,0.0000,67.0348,
2017-01-14,26276,Castle Story,Steam,Castle Story,Windows,CH,Switzerland,Western Europe,1,0,1,19.00,19.00,CHF,18.8800,0.0000,0.0000,18.8800,
2017-01-14,26276,Castle Story,Steam,Castle Story,Windows,CZ,Czech Republic,Eastern Europe,1,0,1,19.99,19.99,EUR,21.2600,0.0000,-3.6905,17.5695,
2017-01-14,26276,Castle Story,Steam,Castle Story,Windows,DE,Germany,Western Europe,3,0,3,19.99,19.99,EUR,63.7800,0.0000,-10.1781,53.6019,
2017-01-14,26276,Castle Story,Steam,Castle Story,Windows,ES,Spain,Western Europe,1,0,1,19.99,19.99,EUR,21.2650,0.0000,-3.6913,17.5737,
2017-01-14,26276,Castle Story,Retail,Castle Story,Windows,FR,France,Western Europe,2,0,2,0.00,0.00,USD,0.0000,0.0000,0.0000,0.0000,Steam Gifts
2017-01-14,26276,Castle Story,Steam,Castle Story,Windows,FR,France,Western Europe,10,1,9,19.99,19.99,EUR,212.6300,21.2600,-31.8794,159.4906,
2017-01-14,26276,Castle Story,Steam,Castle Story,Windows,GB,United Kingdom,Western Europe,2,0,2,14.99,14.99,GBP,36.6900,0.0000,-6.1191,30.5709,
2017-01-14,26276,Castle Story,Steam,Castle Story,Windows,IT,Italy,Western Europe,1,0,1,19.99,19.99,EUR,21.2600,0.0000,-3.8287,17.4313,
2017-01-14,26276,Castle Story,Retail,Castle Story,Windows,NC,New Caledonia,Oceania,1,0,1,0.00,0.00,USD,0.0000,0.0000,0.0000,0.0000,Kickstarter
2017-01-14,26276,Castle Story,Steam,Castle Story,Windows,NL,Netherlands,Western Europe,1,1,0,19.99,19.99,EUR,21.3500,21.2600,-0.0156,0.0744,
2017-01-14,26276,Castle Story,Steam,Castle Story,Windows,PL,Poland,Eastern Europe,1,0,1,19.99,19.99,EUR,21.2600,0.0000,-3.9776,17.2824,
2017-01-14,26276,Castle Story,Steam,Castle Story,Windows,RU,Russian Federation,Russian Territories,7,1,6,419.00,419.00,RUB,49.3800,7.0600,0.0000,42.3200,
2017-01-14,26276,Castle Story,Retail,Castle Story,Windows,SE,Sweden,Western Europe,1,0,1,0.00,0.00,USD,0.0000,0.0000,0.0000,0.0000,Humble Bundle
2017-01-14,26276,Castle Story,Steam,Castle Story,Windows,SE,Sweden,Western Europe,1,0,1,19.99,19.99,EUR,21.2600,0.0000,-4.2541,17.0059,
2017-01-14,26276,Castle Story,Steam,Castle Story,Windows,TR,Turkey,Middle East,1,0,1,31.00,31.00,TRY,8.2000,0.0000,0.0000,8.2000,
2017-01-14,26276,Castle Story,Retail,Castle Story,Windows,US,United States,North America,2,0,2,0.00,0.00,USD,0.0000,0.0000,0.0000,0.0000,Kickstarter
2017-01-14,26276,Castle Story,Steam,Castle Story,Windows,US,United States,North America,9,1,8,19.99,19.99,USD,179.9100,19.9900,0.0000,159.9200,
2017-01-14,26276,Castle Story,Steam,Castle Story,Mac,DE,Germany,Western Europe,1,0,1,19.99,19.99,EUR,21.2661,0.0000,-3.3936,17.8725,
2017-01-14,26276,Castle Story,Steam,Castle Story,Mac,FR,France,Western Europe,1,0,1,19.99,19.99,EUR,21.3000,0.0000,-3.5482,17.7518,
2017-01-14,26276,Castle Story,Steam,Castle Story,Mac,US,United States,North America,2,0,2,19.99,19.99,USD,39.9800,0.0000,0.0000,39.9800,
2017-01-15,26276,Castle Story,Steam,Castle Story,Windows,BR,Brazil,Latin America,2,2,0,36.99,36.99,BRL,23.1200,23.1200,0.0000,0.0000,
2017-01-15,26276,Castle Story,Steam,Castle Story,Windows,CA,Canada,North America,2,0,2,21.99,21.99,CAD,33.6300,0.0000,0.0000,33.6300,
2017-01-15,26276,Castle Story,Steam,Castle Story,Windows,CH,Switzerland,Western Europe,1,0,1,19.00,19.00,CHF,18.8800,0.0000,0.0000,18.8800,
2017-01-15,26276,Castle Story,Steam,Castle Story,Windows,DE,Germany,Western Europe,3,0,3,19.99,19.99,EUR,63.7850,0.0000,-10.1789,53.6061,
2017-01-15,26276,Castle Story,Steam,Castle Story,Windows,ES,Spain,Western Europe,1,0,1,19.99,19.99,EUR,21.2600,0.0000,-3.6905,17.5695,
2017-01-15,26276,Castle Story,Steam,Castle Story,Windows,FI,Finland,Western Europe,1,0,1,19.99,19.99,EUR,21.2000,0.0000,-4.1043,17.0957,
2017-01-15,26276,Castle Story,Steam,Castle Story,Windows,FR,France,Western Europe,13,2,11,19.99,19.99,EUR,276.4546,42.5200,-38.9699,194.9647,
2017-01-15,26276,Castle Story,Steam,Castle Story,Windows,GB,United Kingdom,Western Europe,2,0,2,14.99,14.99,GBP,36.8900,0.0000,-6.1525,30.7375,
2017-01-15,26276,Castle Story,Steam,Castle Story,Windows,PL,Poland,Eastern Europe,1,0,1,19.99,19.99,EUR,21.2600,0.0000,-3.9776,17.2824,
2017-01-15,26276,Castle Story,Steam,Castle Story,Windows,RU,Russian Federation,Russian Territories,2,1,1,419.00,419.00,RUB,14.1500,7.0200,0.0000,7.1300,
2017-01-15,26276,Castle Story,Steam,Castle Story,Windows,SE,Sweden,Western Europe,1,0,1,19.99,19.99,EUR,21.2600,0.0000,-4.2541,17.0059,
2017-01-15,26276,Castle Story,Steam,Castle Story,Windows,TR,Turkey,Middle East,0,1,-1,31.00,31.00,TRY,0.0000,8.2000,0.0000,-8.2000,
2017-01-15,26276,Castle Story,Steam,Castle Story,Windows,US,United States,North America,9,0,9,19.99,19.99,USD,179.9100,0.0000,0.0000,179.9100,
2017-01-15,26276,Castle Story,Steam,Castle Story,Mac,US,United States,North America,1,0,1,19.99,19.99,USD,19.9900,0.0000,0.0000,19.9900,
2017-01-16,26276,Castle Story,Steam,Castle Story,Windows,BE,Belgium,Western Europe,3,0,3,19.99,19.99,EUR,63.7836,0.0000,-11.0721,52.7115,
2017-01-16,26276,Castle Story,Steam,Castle Story,Windows,BR,Brazil,Latin America,2,0,2,36.99,36.99,BRL,23.0900,0.0000,0.0000,23.0900,
2017-01-16,26276,Castle Story,Retail,Castle Story,Windows,CA,Canada,North America,1,0,1,0.00,0.00,USD,0.0000,0.0000,0.0000,0.0000,Steam Gifts
2017-01-16,26276,Castle Story,Retail,Castle Story,Windows,CA,Canada,North America,1,0,1,0.00,0.00,USD,0.0000,0.0000,0.0000,0.0000,YouTubers
2017-01-16,26276,Castle Story,Steam,Castle Story,Windows,CA,Canada,North America,1,1,0,21.99,21.99,CAD,16.7600,16.7600,0.0000,0.0000,
2017-01-16,26276,Castle Story,Retail,Castle Story,Windows,DE,Germany,Western Europe,1,0,1,0.00,0.00,USD,0.0000,0.0000,0.0000,0.0000,Humble Bundle
2017-01-16,26276,Castle Story,Steam,Castle Story,Windows,DE,Germany,Western Europe,1,0,1,19.99,19.99,EUR,21.2600,0.0000,-3.3927,17.8673,
2017-01-16,26276,Castle Story,Steam,Castle Story,Windows,FR,France,Western Europe,6,2,4,19.99,19.99,EUR,127.6700,42.5200,-14.1846,70.9654,
2017-01-16,26276,Castle Story,Steam,Castle Story,Windows,GB,United Kingdom,Western Europe,1,0,1,14.99,14.99,GBP,18.4100,0.0000,-3.0704,15.3396,
2017-01-16,26276,Castle Story,Steam,Castle Story,Windows,IL,Israel,Middle East,1,0,1,19.99,19.99,USD,19.9900,0.0000,0.0000,19.9900,
2017-01-16,26276,Castle Story,Steam,Castle Story,Windows,NL,Netherlands,Western Europe,1,0,1,19.99,19.99,EUR,21.3500,0.0000,-3.7061,17.6439,
2017-01-16,26276,Castle Story,Retail,Castle Story,Windows,PL,Poland,Eastern Europe,1,0,1,0.00,0.00,USD,0.0000,0.0000,0.0000,0.0000,Humble Bundle
2017-01-16,26276,Castle Story,Retail,Castle Story,Windows,PL,Poland,Eastern Europe,1,0,1,0.00,0.00,USD,0.0000,0.0000,0.0000,0.0000,YouTubers
2017-01-16,26276,Castle Story,Steam,Castle Story,Windows,PL,Poland,Eastern Europe,1,0,1,19.99,19.99,EUR,21.3000,0.0000,-3.9851,17.3149,
2017-01-16,26276,Castle Story,Steam,Castle Story,Windows,RU,Russian Federation,Russian Territories,5,1,4,419.00,419.00,RUB,35.3000,7.0600,0.0000,28.2400,
2017-01-16,26276,Castle Story,Steam,Castle Story,Windows,SE,Sweden,Western Europe,1,0,1,19.99,19.99,EUR,21.2600,0.0000,-4.2541,17.0059,
2017-01-16,26276,Castle Story,Retail,Castle Story,Windows,US,United States,North America,1,0,1,0.00,0.00,USD,0.0000,0.0000,0.0000,0.0000,Kickstarter
2017-01-16,26276,Castle Story,Retail,Castle Story,Windows,US,United States,North America,1,0,1,0.00,0.00,USD,0.0000,0.0000,0.0000,0.0000,Humble Bundle
2017-01-16,26276,Castle Story,Steam,Castle Story,Windows,US,United States,North America,7,0,7,19.99,19.99,USD,139.9300,0.0000,0.0000,139.9300,
2017-01-16,26276,Castle Story,Steam,Castle Story,Mac,US,United States,North America,2,0,2,19.99,19.99,USD,39.9800,0.0000,0.0000,39.9800,
2017-01-16,26276,Castle Story,Steam,Castle Story,Linux,BR,Brazil,Latin America,0,1,-1,36.99,36.99,BRL,0.0000,11.5600,0.0000,-11.5600,
2017-01-17,26276,Castle Story,Steam,Castle Story,Windows,AU,Australia,Oceania,1,0,1,19.99,19.99,USD,19.9900,0.0000,0.0000,19.9900,
2017-01-17,26276,Castle Story,Retail,Castle Story,Windows,BE,Belgium,Western Europe,1,0,1,0.00,0.00,USD,0.0000,0.0000,0.0000,0.0000,Humble Bundle
2017-01-17,26276,Castle Story,Steam,Castle Story,Windows,BR,Brazil,Latin America,2,3,-1,36.99,36.99,BRL,23.1200,34.6500,0.0000,-11.5300,
2017-01-17,26276,Castle Story,Retail,Castle Story,Windows,CA,Canada,North America,1,0,1,0.00,0.00,USD,0.0000,0.0000,0.0000,0.0000,Kickstarter
2017-01-17,26276,Castle Story,Steam,Castle Story,Windows,CA,Canada,North America,1,0,1,21.99,21.99,CAD,16.5700,0.0000,0.0000,16.5700,
2017-01-17,26276,Castle Story,Steam,Castle Story,Windows,DE,Germany,Western Europe,5,0,5,19.99,19.99,EUR,106.6600,0.0000,-17.0207,89.6393,
2017-01-17,26276,Castle Story,Steam,Castle Story,Windows,DK,Denmark,Western Europe,1,0,1,19.99,19.99,EUR,21.3500,0.0000,-4.2721,17.0779,
2017-01-17,26276,Castle Story,Steam,Castle Story,Windows,FR,France,Western Europe,2,1,1,19.99,19.99,EUR,42.5500,21.2600,-3.5466,17.7434,
2017-01-17,26276,Castle Story,Retail,Castle Story,Windows,GB,United Kingdom,Western Europe,1,0,1,0.00,0.00,USD,0.0000,0.0000,0.0000,0.0000,Humble Bundle
2017-01-17,26276,Castle Story,Retail,Castle Story,Windows,GB,United Kingdom,Western Europe,1,0,1,0.00,0.00,USD,0.0000,0.0000,0.0000,0.0000,Twitch
2017-01-17,26276,Castle Story,Steam,Castle Story,Windows,GB,United Kingdom,Western Europe,5,4,1,14.99,14.99,GBP,91.5900,73.5600,-3.0070,15.0230,
2017-01-17,26276,Castle Story,Steam,Castle Story,Windows,KR,Korea Republic of,Asia,1,1,0,21000.00,21000.00,KRW,18.0300,18.0300,0.0000,0.0000,
2017-01-17,26276,Castle Story,Steam,Castle Story,Windows,NL,Netherlands,Western Europe,1,0,1,19.99,19.99,EUR,21.3000,0.0000,-3.6974,17.6026,
2017-01-17,26276,Castle Story,Steam,Castle Story,Windows,NO,Norway,Western Europe,1,0,1,140.00,140.00,NOK,16.5100,0.0000,-3.3020,13.2080,
2017-01-17,26276,Castle Story,Steam,Castle Story,Windows,RU,Russian Federation,Russian Territories,5,1,4,419.00,419.00,RUB,35.3000,7.0600,0.0000,28.2400,
2017-01-17,26276,Castle Story,Retail,Castle Story,Windows,US,United States,North America,2,0,2,0.00,0.00,USD,0.0000,0.0000,0.0000,0.0000,Steam Gifts
2017-01-17,26276,Castle Story,Steam,Castle Story,Windows,US,United States,North America,8,0,8,19.99,19.99,USD,161.6600,0.0000,-1.7400,159.9200,
2017-01-17,26276,Castle Story,Steam,Castle Story,Mac,CH,Switzerland,Western Europe,1,0,1,19.00,19.00,CHF,18.8800,0.0000,0.0000,18.8800,
2017-01-17,26276,Castle Story,Retail,Castle Story,Mac,US,United States,North America,1,0,1,0.00,0.00,USD,0.0000,0.0000,0.0000,0.0000,Kickstarter
2017-01-18,26276,Castle Story,Steam,Castle Story,Windows,AU,Australia,Oceania,2,0,2,19.99,19.99,USD,39.9800,0.0000,0.0000,39.9800,
2017-01-18,26276,Castle Story,Steam,Castle Story,Windows,BE,Belgium,Western Europe,1,0,1,19.99,19.99,EUR,21.3500,0.0000,-3.7061,17.6439,
2017-01-18,26276,Castle Story,Steam,Castle Story,Windows,BR,Brazil,Latin America,3,0,3,36.99,36.99,BRL,34.5526,0.0000,0.0000,34.5526,
2017-01-18,26276,Castle Story,Retail,Castle Story,Windows,CA,Canada,North America,1,0,1,0.00,0.00,USD,0.0000,0.0000,0.0000,0.0000,Steam Gifts
2017-01-18,26276,Castle Story,Steam,Castle Story,Windows,CH,Switzerland,Western Europe,2,0,2,19.00,19.00,CHF,37.8900,0.0000,0.0000,37.8900,
2017-01-18,26276,Castle Story,Steam,Castle Story,Windows,DE,Germany,Western Europe,0,1,-1,19.99,19.99,EUR,0.0000,21.3500,3.4070,-17.9430,
2017-01-18,26276,Castle Story,Steam,Castle Story,Windows,FR,France,Western Europe,6,2,4,19.99,19.99,EUR,127.9250,42.7000,-14.1971,71.0279,
2017-01-18,26276,Castle Story,Steam,Castle Story,Windows,GB,United Kingdom,Western Europe,1,0,1,14.99,14.99,GBP,18.3900,0.0000,-3.0670,15.3230,
2017-01-18,26276,Castle Story,Steam,Castle Story,Windows,IE,Ireland,Western Europe,1,0,1,19.99,19.99,EUR,21.3500,0.0000,-3.9944,17.3556,
2017-01-18,26276,Castle Story,Steam,Castle Story,Windows,RU,Russian Federation,Russian Territories,1,0,1,419.00,419.00,RUB,7.0900,0.0000,0.0000,7.0900,
2017-01-18,26276,Castle Story,Retail,Castle Story,Windows,US,United States,North America,1,0,1,0.00,0.00,USD,0.0000,0.0000,0.0000,0.0000,Humble Bundle
2017-01-18,26276,Castle Story,Steam,Castle Story,Windows,US,United States,North America,7,0,7,19.99,19.99,USD,139.9300,0.0000,0.0000,139.9300,
2017-01-18,26276,Castle Story,Steam,Castle Story,Mac,US,United States,North America,1,0,1,19.99,19.99,USD,21.7100,0.0000,-1.7200,19.9900,
2017-01-19,26276,Castle Story,Steam,Castle Story,Windows,AU,Australia,Oceania,1,0,1,19.99,19.99,USD,19.9900,0.0000,0.0000,19.9900,
2017-01-19,26276,Castle Story,Steam,Castle Story,Windows,BR,Brazil,Latin America,1,1,0,36.99,36.99,BRL,11.4900,11.5600,0.0000,-0.0700,
2017-01-19,26276,Castle Story,Steam,Castle Story,Windows,CA,Canada,North America,1,0,1,21.99,21.99,CAD,16.7900,0.0000,0.0000,16.7900,
2017-01-19,26276,Castle Story,Retail,Castle Story,Windows,DE,Germany,Western Europe,1,0,1,0.00,0.00,USD,0.0000,0.0000,0.0000,0.0000,Humble Bundle
2017-01-19,26276,Castle Story,Steam,Castle Story,Windows,DE,Germany,Western Europe,1,0,1,19.99,19.99,EUR,21.3000,0.0000,-3.3990,17.9010,
2017-01-19,26276,Castle Story,Steam,Castle Story,Windows,FR,France,Western Europe,3,1,2,19.99,19.99,EUR,63.9000,21.3000,-7.0964,35.5036,
2017-01-19,26276,Castle Story,Steam,Castle Story,Windows,GB,United Kingdom,Western Europe,2,0,2,14.99,14.99,GBP,36.8025,0.0000,-6.1379,30.6646,
2017-01-19,26276,Castle Story,Steam,Castle Story,Windows,PL,Poland,Eastern Europe,1,0,1,19.99,19.99,EUR,21.3000,0.0000,-3.9851,17.3149,
2017-01-19,26276,Castle Story,Steam,Castle Story,Windows,RU,Russian Federation,Russian Territories,1,0,1,419.00,419.00,RUB,7.0700,0.0000,0.0000,7.0700,
2017-01-19,26276,Castle Story,Retail,Castle Story,Windows,SE,Sweden,Western Europe,1,0,1,0.00,0.00,USD,0.0000,0.0000,0.0000,0.0000,Kickstarter
2017-01-19,26276,Castle Story,Retail,Castle Story,Windows,US,United States,North America,1,0,1,0.00,0.00,USD,0.0000,0.0000,0.0000,0.0000,Kickstarter
2017-01-19,26276,Castle Story,Retail,Castle Story,Windows,US,United States,North America,1,0,1,0.00,0.00,USD,0.0000,0.0000,0.0000,0.0000,Humble Bundle
2017-01-19,26276,Castle Story,Steam,Castle Story,Windows,US,United States,North America,2,0,2,19.99,19.99,USD,39.9800,0.0000,0.0000,39.9800,
2017-01-20,26276,Castle Story,Steam,Castle Story,Windows,AU,Australia,Oceania,3,0,3,19.99,19.99,USD,59.9700,0.0000,0.0000,59.9700,
2017-01-20,26276,Castle Story,Steam,Castle Story,Windows,CA,Canada,North America,1,0,1,21.99,21.99,CAD,16.4859,0.0000,0.0000,16.4859,
2017-01-20,26276,Castle Story,Steam,Castle Story,Windows,DE,Germany,Western Europe,3,0,3,19.99,19.99,EUR,63.6800,0.0000,-10.1621,53.5179,
2017-01-20,26276,Castle Story,Steam,Castle Story,Windows,FR,France,Western Europe,8,1,7,19.99,19.99,EUR,169.8347,21.2000,-24.7602,123.8745,
2017-01-20,26276,Castle Story,Retail,Castle Story,Windows,GB,United Kingdom,Western Europe,1,0,1,0.00,0.00,USD,0.0000,0.0000,0.0000,0.0000,Kickstarter
2017-01-20,26276,Castle Story,Steam,Castle Story,Windows,NO,Norway,Western Europe,1,0,1,140.00,140.00,NOK,16.6100,0.0000,-3.3220,13.2880,
2017-01-20,26276,Castle Story,Steam,Castle Story,Windows,PL,Poland,Eastern Europe,1,0,1,19.99,19.99,EUR,21.2000,0.0000,-3.9664,17.2336,
2017-01-20,26276,Castle Story,Steam,Castle Story,Windows,RU,Russian Federation,Russian Territories,2,2,0,419.00,419.00,RUB,14.0600,14.0600,0.0000,0.0000,
2017-01-20,26276,Castle Story,Steam,Castle Story,Windows,SE,Sweden,Western Europe,2,0,2,19.99,19.99,EUR,42.4000,0.0000,-8.4842,33.9158,
2017-01-20,26276,Castle Story,Steam,Castle Story,Windows,US,United States,North America,5,1,4,19.99,19.99,USD,101.4900,19.9900,-1.5400,79.9600,
2017-01-20,26276,Castle Story,Steam,Castle Story,Mac,AU,Australia,Oceania,1,0,1,19.99,19.99,USD,19.9900,0.0000,0.0000,19.9900,
2017-01-20,26276,Castle Story,Steam,Castle Story,Mac,GB,United Kingdom,Western Europe,1,0,1,14.99,14.99,GBP,18.4100,0.0000,-3.0704,15.3396,
2017-01-20,26276,Castle Story,Steam,Castle Story,Linux,US,United States,North America,1,1,0,19.99,19.99,USD,19.9900,19.9900,0.0000,0.0000,
2017-01-21,26276,Castle Story,Steam,Castle Story,Windows,BR,Brazil,Latin America,1,0,1,36.99,36.99,BRL,11.6175,0.0000,0.0000,11.6175,
2017-01-21,26276,Castle Story,Steam,Castle Story,Windows,CA,Canada,North America,2,0,2,21.99,21.99,CAD,32.9640,0.0000,0.0000,32.9640,
2017-01-21,26276,Castle Story,Retail,Castle Story,Windows,DE,Germany,Western Europe,1,0,1,0.00,0.00,USD,0.0000,0.0000,0.0000,0.0000,Humble Bundle
2017-01-21,26276,Castle Story,Steam,Castle Story,Windows,DE,Germany,Western Europe,1,1,0,19.99,19.99,EUR,21.2800,21.2800,0.0000,0.0000,
2017-01-21,26276,Castle Story,Steam,Castle Story,Windows,DK,Denmark,Western Europe,1,0,1,19.99,19.99,EUR,21.2800,0.0000,-4.2581,17.0219,
2017-01-21,26276,Castle Story,Steam,Castle Story,Windows,FR,France,Western Europe,8,0,8,19.99,19.99,EUR,170.2300,0.0000,-28.3575,141.8725,
2017-01-21,26276,Castle Story,Steam,Castle Story,Windows,GB,United Kingdom,Western Europe,4,0,4,14.99,14.99,GBP,73.6367,0.0000,-12.2810,61.3557,
2017-01-21,26276,Castle Story,Steam,Castle Story,Windows,HR,Croatia,Eastern Europe,1,1,0,19.99,19.99,EUR,21.2800,21.2800,0.0000,0.0000,
2017-01-21,26276,Castle Story,Steam,Castle Story,Windows,NL,Netherlands,Western Europe,2,0,2,19.99,19.99,EUR,42.5579,0.0000,-7.3875,35.1704,
2017-01-21,26276,Castle Story,Retail,Castle Story,Windows,PL,Poland,Eastern Europe,1,0,1,0.00,0.00,USD,0.0000,0.0000,0.0000,0.0000,Humble Bundle
2017-01-21,26276,Castle Story,Steam,Castle Story,Windows,PL,Poland,Eastern Europe,1,0,1,19.99,19.99,EUR,21.2800,0.0000,-3.9814,17.2986,
2017-01-21,26276,Castle Story,Steam,Castle Story,Windows,SE,Sweden,Western Europe,1,0,1,19.99,19.99,EUR,21.2800,0.0000,-4.2581,17.0219,
2017-01-21,26276,Castle Story,Steam,Castle Story,Windows,US,United States,North America,11,1,10,19.99,19.99,USD,221.4300,19.9900,-1.5400,199.9000,
2017-01-21,26276,Castle Story,Steam,Castle Story,Mac,FR,France,Western Europe,1,0,1,19.99,19.99,EUR,21.2800,0.0000,-3.5449,17.7351,
2017-01-21,26276,Castle Story,Steam,Castle Story,Mac,US,United States,North America,3,0,3,19.99,19.99,USD,59.9700,0.0000,0.0000,59.9700,
