sep=,
Steam Sales data for Sauropod Studio: 2016-12-22 - 2017-01-21

Date,Product(ID#),Product Name,Type,Game,Platform,Country Code,Country,Region,Gross Units Sold,Chargeback/Returns,Net Units Sold,Base Price,Sale Price,Currency,Gross Steam Sales (USD),Chargeback/Returns (USD),VAT/Tax (USD),Net Steam Sales (USD),Tag
2016-12-26,26276,Castle Story,Steam,Castle Story,Windows,TR,Turkey,Middle East,1,0,1,31.00,26.35,TRY,7.3600,0.0000,0.0000,7.3600,
2016-12-26,26276,Castle Story,Retail,Castle Story,Windows,US,United States,North America,1,0,1,0.00,0.00,USD,0.0000,0.0000,0.0000,0.0000,Kickstarter
2016-12-26,26276,Castle Story,Steam,Castle Story,Windows,US,United States,North America,29,4,25,19.99,16.99,USD,495.8900,67.9600,-3.1800,424.7500,
2016-12-26,26276,Castle Story,Steam,Castle Story,Mac,IT,Italy,Western Europe,1,0,1,19.99,16.99,EUR,17.7000,0.0000,-3.1879,14.5121,
2016-12-26,26276,Castle Story,Steam,Castle Story,Mac,SE,Sweden,Western Europe,2,0,2,19.99,16.99,EUR,35.6300,0.0000,-7.1302,28.4998,
2016-12-26,26276,Castle Story,Steam,Castle Story,Mac,SG,Singapore,South East Asia,1,0,1,20.00,17.00,SGD,11.7600,0.0000,0.0000,11.7600,
2016-12-26,26276,Castle Story,Steam,Castle Story,Mac,US,United States,North America,2,0,2,19.99,16.99,USD,33.9800,0.0000,0.0000,33.9800,
2016-12-26,26276,Castle Story,Steam,Castle Story,Linux,US,United States,North America,1,0,1,19.99,16.99,USD,16.9900,0.0000,0.0000,16.9900,
2016-12-27,26276,Castle Story,Steam,Castle Story,Windows,AU,Australia,Oceania,2,1,1,19.99,16.99,USD,33.9800,16.9900,0.0000,16.9900,
2016-12-27,26276,Castle Story,Steam,Castle Story,Windows,BR,Brazil,Latin America,7,1,6,36.99,31.44,BRL,67.4152,9.6200,0.0000,57.7952,
2016-12-27,26276,Castle Story,Steam,Castle Story,Windows,BR,Brazil,Latin America,0,1,-1,36.99,36.99,BRL,0.0000,11.3200,0.0000,-11.3200,
2016-12-27,26276,Castle Story,Steam,Castle Story,Windows,CA,Canada,North America,5,6,-1,21.99,18.69,CAD,69.3879,82.8700,0.0000,-13.4821,
2016-12-27,26276,Castle Story,Steam,Castle Story,Windows,CZ,Czech Republic,Eastern Europe,1,0,1,19.99,16.99,EUR,17.7100,0.0000,-3.0750,14.6350,
2016-12-27,26276,Castle Story,Retail,Castle Story,Windows,DE,Germany,Western Europe,1,0,1,0.00,0.00,USD,0.0000,0.0000,0.0000,0.0000,Humble Bundle
2016-12-27,26276,Castle Story,Steam,Castle Story,Windows,DE,Germany,Western Europe,5,1,4,19.99,16.99,EUR,88.5944,17.7400,-11.3016,59.5528,
2016-12-27,26276,Castle Story,Steam,Castle Story,Windows,DK,Denmark,Western Europe,2,1,1,19.99,16.99,EUR,35.6300,17.7000,-3.5881,14.3419,
2016-12-27,26276,Castle Story,Steam,Castle Story,Windows,FR,France,Western Europe,5,1,4,19.99,16.99,EUR,88.6957,17.7400,-11.8191,59.1366,
2016-12-27,26276,Castle Story,Steam,Castle Story,Windows,GB,United Kingdom,Western Europe,8,0,8,14.99,12.74,GBP,125.0400,0.0000,-20.8073,104.2327,
2016-12-27,26276,Castle Story,Steam,Castle Story,Windows,HU,Hungary,Eastern Europe,1,0,1,19.99,16.99,EUR,17.7590,0.0000,-3.7734,13.9856,
2016-12-27,26276,Castle Story,Steam,Castle Story,Windows,IL,Israel,Middle East,1,0,1,19.99,16.99,USD,16.9900,0.0000,0.0000,16.9900,
2016-12-27,26276,Castle Story,Steam,Castle Story,Windows,IS,Iceland,Western Europe,1,0,1,19.99,16.99,USD,16.9900,0.0000,0.0000,16.9900,
2016-12-27,26276,Castle Story,Steam,Castle Story,Windows,NO,Norway,Western Europe,2,0,2,140.00,119.00,NOK,27.3600,0.0000,0.0000,27.3600,
2016-12-27,26276,Castle Story,Steam,Castle Story,Windows,NZ,New Zealand,Oceania,1,0,1,23.99,20.39,NZD,14.1555,0.0000,0.0000,14.1555,
2016-12-27,26276,Castle Story,Steam,Castle Story,Windows,PL,Poland,Eastern Europe,10,2,8,19.99,16.99,EUR,177.8934,35.4000,-26.6704,115.8230,
2016-12-27,26276,Castle Story,Steam,Castle Story,Windows,PT,Portugal,Western Europe,1,0,1,19.99,16.99,EUR,17.7000,0.0000,-3.3129,14.3871,
2016-12-27,26276,Castle Story,Steam,Castle Story,Windows,RU,Russian Federation,Russian Territories,8,2,6,419.00,356.00,RUB,46.5599,11.6200,0.0000,34.9399,
2016-12-27,26276,Castle Story,Steam,Castle Story,Windows,SE,Sweden,Western Europe,1,0,1,19.99,16.99,EUR,17.7400,0.0000,-3.5501,14.1899,
2016-12-27,26276,Castle Story,Steam,Castle Story,Windows,SI,Slovenia,Eastern Europe,1,0,1,19.99,16.99,EUR,17.7401,0.0000,-3.1951,14.5450,
2016-12-27,26276,Castle Story,Steam,Castle Story,Windows,US,United States,North America,18,2,16,19.99,16.99,USD,307.2800,33.9800,-1.4600,271.8400,
2016-12-27,26276,Castle Story,Steam,Castle Story,Mac,CA,Canada,North America,1,0,1,21.99,18.69,CAD,13.8200,0.0000,0.0000,13.8200,
2016-12-27,26276,Castle Story,Steam,Castle Story,Mac,SG,Singapore,South East Asia,0,1,-1,20.00,17.00,SGD,0.0000,11.7600,0.0000,-11.7600,
2016-12-27,26276,Castle Story,Steam,Castle Story,Mac,US,United States,North America,0,1,-1,19.99,16.99,USD,0.0000,16.9900,0.0000,-16.9900,
2016-12-28,26276,Castle Story,Steam,Castle Story,Windows,AT,Austria,Western Europe,1,0,1,19.99,16.99,EUR,17.7600,0.0000,-2.9583,14.8017,
2016-12-28,26276,Castle Story,Steam,Castle Story,Windows,AU,Australia,Oceania,2,0,2,19.99,16.99,USD,33.9800,0.0000,0.0000,33.9800,
2016-12-28,26276,Castle Story,Steam,Castle Story,Windows,BR,Brazil,Latin America,12,3,9,36.99,31.44,BRL,115.4349,28.8500,0.0000,86.5849,
2016-12-28,26276,Castle Story,Steam,Castle Story,Windows,BY,Belarus,Russian Territories,1,0,1,12.59,10.70,USD,10.7000,0.0000,0.0000,10.7000,
2016-12-28,26276,Castle Story,Steam,Castle Story,Windows,CA,Canada,North America,6,1,5,21.99,18.69,CAD,82.6703,13.8200,0.0000,68.8503,
2016-12-28,26276,Castle Story,Steam,Castle Story,Windows,CH,Switzerland,Western Europe,3,2,1,19.00,16.15,CHF,47.3281,31.4200,0.0000,15.9081,
2016-12-28,26276,Castle Story,Steam,Castle Story,Windows,CO,Colombia,Latin America,1,0,1,40000.00,34000.00,COP,11.3754,0.0000,0.0000,11.3754,
2016-12-28,26276,Castle Story,Steam,Castle Story,Windows,DE,Germany,Western Europe,11,1,10,19.99,16.99,EUR,194.4882,17.6300,-28.2098,148.6484,
2016-12-28,26276,Castle Story,Steam,Castle Story,Windows,ES,Spain,Western Europe,1,0,1,19.99,16.99,EUR,17.7400,0.0000,-3.0802,14.6598,
2016-12-28,26276,Castle Story,Steam,Castle Story,Windows,FR,France,Western Europe,3,1,2,19.99,16.99,EUR,53.1300,17.7400,-5.8949,29.4951,
2016-12-28,26276,Castle Story,Steam,Castle Story,Windows,GB,United Kingdom,Western Europe,3,0,3,14.99,12.74,GBP,46.7000,0.0000,-7.7711,38.9289,
2016-12-28,26276,Castle Story,Steam,Castle Story,Windows,IL,Israel,Middle East,2,0,2,19.99,16.99,USD,33.9800,0.0000,0.0000,33.9800,
2016-12-28,26276,Castle Story,Steam,Castle Story,Windows,MX,Mexico,Latin America,1,1,0,179.99,152.99,MXN,7.3900,7.4300,0.0000,-0.0400,
2016-12-28,26276,Castle Story,Steam,Castle Story,Windows,NL,Netherlands,Western Europe,1,0,1,19.99,16.99,EUR,17.7594,0.0000,-3.0836,14.6758,
2016-12-28,26276,Castle Story,Steam,Castle Story,Windows,NO,Norway,Western Europe,1,1,0,140.00,119.00,NOK,13.8800,13.6800,0.0000,0.2000,
2016-12-28,26276,Castle Story,Steam,Castle Story,Windows,PL,Poland,Eastern Europe,9,1,8,19.99,16.99,EUR,159.5304,17.7101,-26.5444,115.2759,
2016-12-28,26276,Castle Story,Steam,Castle Story,Windows,RO,Romania,Eastern Europe,1,0,1,19.99,16.99,EUR,17.7400,0.0000,-2.9549,14.7851,
2016-12-28,26276,Castle Story,Retail,Castle Story,Windows,RU,Russian Federation,Russian Territories,1,0,1,0.00,0.00,USD,0.0000,0.0000,0.0000,0.0000,Kickstarter
2016-12-28,26276,Castle Story,Steam,Castle Story,Windows,RU,Russian Federation,Russian Territories,11,1,10,419.00,356.00,RUB,64.8100,5.8800,0.0000,58.9300,
2016-12-28,26276,Castle Story,Steam,Castle Story,Windows,SE,Sweden,Western Europe,4,0,4,19.99,16.99,EUR,70.9500,0.0000,-14.1984,56.7516,
2016-12-28,26276,Castle Story,Retail,Castle Story,Windows,US,United States,North America,1,0,1,0.00,0.00,USD,0.0000,0.0000,0.0000,0.0000,Kickstarter
2016-12-28,26276,Castle Story,Steam,Castle Story,Windows,US,United States,North America,23,1,22,19.99,16.99,USD,391.8300,16.9900,-1.0600,373.7800,
2016-12-28,26276,Castle Story,Steam,Castle Story,Mac,BE,Belgium,Western Europe,1,0,1,19.99,16.99,EUR,17.7117,0.0000,-3.0753,14.6364,
2016-12-28,26276,Castle Story,Steam,Castle Story,Mac,GB,United Kingdom,Western Europe,1,0,1,14.99,12.74,GBP,15.5372,0.0000,-2.5855,12.9517,
2016-12-28,26276,Castle Story,Steam,Castle Story,Mac,PT,Portugal,Western Europe,1,0,1,19.99,16.99,EUR,17.7401,0.0000,-3.3204,14.4197,
2016-12-28,26276,Castle Story,Steam,Castle Story,Mac,US,United States,North America,1,0,1,19.99,16.99,USD,16.9900,0.0000,0.0000,16.9900,
2016-12-29,26276,Castle Story,Steam,Castle Story,Windows,AT,Austria,Western Europe,1,1,0,19.99,16.99,EUR,17.6300,17.6300,0.0000,0.0000,
2016-12-29,26276,Castle Story,Steam,Castle Story,Windows,BR,Brazil,Latin America,5,0,5,36.99,31.44,BRL,48.1724,0.0000,0.0000,48.1724,
2016-12-29,26276,Castle Story,Retail,Castle Story,Windows,CA,Canada,North America,1,0,1,0.00,0.00,USD,0.0000,0.0000,0.0000,0.0000,Kickstarter
2016-12-29,26276,Castle Story,Steam,Castle Story,Windows,CA,Canada,North America,6,1,5,21.99,18.69,CAD,83.5289,13.8100,0.0000,69.7189,
2016-12-29,26276,Castle Story,Steam,Castle Story,Windows,CH,Switzerland,Western Europe,1,1,0,19.00,16.15,CHF,15.6900,15.7000,0.0000,-0.0100,
2016-12-29,26276,Castle Story,Steam,Castle Story,Windows,CN,China,Asia,1,0,1,68.00,57.00,CNY,8.2024,0.0000,0.0000,8.2024,
2016-12-29,26276,Castle Story,Steam,Castle Story,Windows,DE,Germany,Western Europe,5,0,5,19.99,16.99,EUR,88.4873,0.0000,-14.1142,74.3731,
2016-12-29,26276,Castle Story,Steam,Castle Story,Windows,DE,Germany,Western Europe,0,1,-1,19.99,19.99,EUR,0.0000,20.7500,3.3113,-17.4387,
2016-12-29,26276,Castle Story,Steam,Castle Story,Windows,FI,Finland,Western Europe,0,1,-1,19.99,16.99,EUR,0.0000,17.6300,3.4139,-14.2161,
2016-12-29,26276,Castle Story,Steam,Castle Story,Windows,FR,France,Western Europe,2,1,1,19.99,16.99,EUR,35.2625,17.6300,-2.9370,14.6955,
2016-12-29,26276,Castle Story,Steam,Castle Story,Windows,GB,United Kingdom,Western Europe,12,3,9,14.99,12.74,GBP,187.1200,46.6501,-23.3750,117.0949,
2016-12-29,26276,Castle Story,Steam,Castle Story,Windows,HU,Hungary,Eastern Europe,1,0,1,19.99,16.99,EUR,17.7605,0.0000,-3.7737,13.9868,
2016-12-29,26276,Castle Story,Steam,Castle Story,Windows,IL,Israel,Middle East,0,1,-1,19.99,16.99,USD,0.0000,16.9900,0.0000,-16.9900,
2016-12-29,26276,Castle Story,Steam,Castle Story,Windows,NL,Netherlands,Western Europe,1,0,1,19.99,16.99,EUR,17.8857,0.0000,-3.1055,14.7802,
2016-12-29,26276,Castle Story,Steam,Castle Story,Windows,NO,Norway,Western Europe,2,0,2,140.00,119.00,NOK,27.5000,0.0000,0.0000,27.5000,
2016-12-29,26276,Castle Story,Steam,Castle Story,Windows,NZ,New Zealand,Oceania,1,1,0,23.99,20.39,NZD,14.0453,14.0700,0.0000,-0.0247,
2016-12-29,26276,Castle Story,Steam,Castle Story,Windows,PL,Poland,Eastern Europe,4,4,0,19.99,16.99,EUR,71.2900,70.6499,-0.1198,0.5203,
2016-12-29,26276,Castle Story,Steam,Castle Story,Windows,PT,Portugal,Western Europe,1,0,1,19.99,16.99,EUR,17.6334,0.0000,-3.3004,14.3330,
2016-12-29,26276,Castle Story,Steam,Castle Story,Windows,RU,Russian Federation,Russian Territories,8,1,7,419.00,356.00,RUB,47.1315,5.8800,0.0000,41.2515,
2016-12-29,26276,Castle Story,Steam,Castle Story,Windows,SE,Sweden,Western Europe,2,1,1,19.99,16.99,EUR,35.2600,17.6300,-3.5281,14.1019,
2016-12-29,26276,Castle Story,Steam,Castle Story,Windows,US,United States,North America,20,1,19,19.99,16.99,USD,342.7400,16.9900,-2.9400,322.8100,
2016-12-29,26276,Castle Story,Steam,Castle Story,Mac,NZ,New Zealand,Oceania,1,0,1,23.99,20.39,NZD,14.0700,0.0000,0.0000,14.0700,
2016-12-29,26276,Castle Story,Steam,Castle Story,Mac,RU,Russian Federation,Russian Territories,1,0,1,419.00,356.00,RUB,6.0011,0.0000,0.0000,6.0011,
2016-12-29,26276,Castle Story,Steam,Castle Story,Mac,US,United States,North America,4,1,3,19.99,16.99,USD,69.0200,18.0500,0.0000,50.9700,
2016-12-29,26276,Castle Story,Steam,Castle Story,Mac,ZA,South Africa,Africa,1,0,1,219.00,186.15,ZAR,13.5400,0.0000,0.0000,13.5400,
2016-12-30,26276,Castle Story,Steam,Castle Story,Windows,AU,Australia,Oceania,3,1,2,19.99,16.99,USD,50.9700,16.9900,0.0000,33.9800,
2016-12-30,26276,Castle Story,Steam,Castle Story,Windows,BR,Brazil,Latin America,6,2,4,36.99,31.44,BRL,58.3298,19.3000,0.0000,39.0298,
2016-12-30,26276,Castle Story,Steam,Castle Story,Windows,CA,Canada,North America,2,0,2,21.99,18.69,CAD,27.8200,0.0000,0.0000,27.8200,
2016-12-30,26276,Castle Story,Steam,Castle Story,Windows,CH,Switzerland,Western Europe,1,0,1,19.00,16.15,CHF,15.7900,0.0000,0.0000,15.7900,
2016-12-30,26276,Castle Story,Steam,Castle Story,Windows,CN,China,Asia,1,0,1,68.00,57.00,CNY,8.2186,0.0000,0.0000,8.2186,
2016-12-30,26276,Castle Story,Steam,Castle Story,Windows,CZ,Czech Republic,Eastern Europe,1,0,1,19.99,16.99,EUR,17.7600,0.0000,-3.0837,14.6763,
2016-12-30,26276,Castle Story,Steam,Castle Story,Windows,DE,Germany,Western Europe,5,1,4,19.99,16.99,EUR,89.3094,17.7599,-11.4126,60.1369,
2016-12-30,26276,Castle Story,Steam,Castle Story,Windows,FR,France,Western Europe,2,0,2,19.99,16.99,EUR,35.3900,0.0000,-5.8949,29.4951,
2016-12-30,26276,Castle Story,Steam,Castle Story,Windows,GB,United Kingdom,Western Europe,2,0,2,14.99,12.74,GBP,31.2523,0.0000,-5.2006,26.0517,
2016-12-30,26276,Castle Story,Steam,Castle Story,Windows,GI,Gibraltar,Western Europe,1,0,1,19.99,16.99,EUR,17.8858,0.0000,0.0000,17.8858,
2016-12-30,26276,Castle Story,Steam,Castle Story,Windows,JP,Japan,Asia,1,0,1,1980.00,1683.00,JPY,14.4588,0.0000,0.0000,14.4588,
2016-12-30,26276,Castle Story,Steam,Castle Story,Windows,LT,Lithuania,Eastern Europe,1,0,1,19.99,16.99,EUR,17.6300,0.0000,-3.0611,14.5689,
2016-12-30,26276,Castle Story,Retail,Castle Story,Windows,NO,Norway,Western Europe,1,0,1,0.00,0.00,USD,0.0000,0.0000,0.0000,0.0000,Kickstarter
2016-12-30,26276,Castle Story,Steam,Castle Story,Windows,RU,Russian Federation,Russian Territories,10,0,10,419.00,356.00,RUB,58.9873,0.0000,0.0000,58.9873,
2016-12-30,26276,Castle Story,Steam,Castle Story,Windows,SE,Sweden,Western Europe,1,0,1,19.99,16.99,EUR,17.6300,0.0000,-3.5281,14.1019,
2016-12-30,26276,Castle Story,Steam,Castle Story,Windows,TR,Turkey,Middle East,1,0,1,31.00,26.35,TRY,7.2700,0.0000,0.0000,7.2700,
2016-12-30,26276,Castle Story,Retail,Castle Story,Windows,US,United States,North America,1,0,1,0.00,0.00,USD,0.0000,0.0000,0.0000,0.0000,Humble Bundle
2016-12-30,26276,Castle Story,Steam,Castle Story,Windows,US,United States,North America,16,1,15,19.99,16.99,USD,272.9000,16.9900,-1.0600,254.8500,
2016-12-30,26276,Castle Story,Steam,Castle Story,Mac,PL,Poland,Eastern Europe,1,0,1,19.99,16.99,EUR,17.6300,0.0000,-3.2998,14.3302,
2016-12-30,26276,Castle Story,Steam,Castle Story,Mac,RU,Russian Federation,Russian Territories,1,1,0,419.00,356.00,RUB,6.0000,5.8900,0.0000,0.1100,
2016-12-30,26276,Castle Story,Steam,Castle Story,Mac,US,United States,North America,1,0,1,19.99,16.99,USD,16.9900,0.0000,0.0000,16.9900,
2016-12-30,26276,Castle Story,Steam,Castle Story,Linux,DE,Germany,Western Europe,1,1,0,19.99,16.99,EUR,17.7599,17.7599,0.0000,0.0000,
2016-12-31,26276,Castle Story,Steam,Castle Story,Windows,AT,Austria,Western Europe,1,0,1,19.99,16.99,EUR,17.8900,0.0000,-2.9799,14.9101,
2016-12-31,26276,Castle Story,Steam,Castle Story,Windows,AU,Australia,Oceania,1,1,0,19.99,16.99,USD,16.9900,16.9900,0.0000,0.0000,
2016-12-31,26276,Castle Story,Steam,Castle Story,Windows,BR,Brazil,Latin America,7,1,6,36.99,31.44,BRL,67.6621,9.6700,0.0000,57.9921,
2016-12-31,26276,Castle Story,Steam,Castle Story,Windows,CA,Canada,North America,3,0,3,21.99,18.69,CAD,41.7268,0.0000,0.0000,41.7268,
2016-12-31,26276,Castle Story,Steam,Castle Story,Windows,CH,Switzerland,Western Europe,1,0,1,19.00,16.15,CHF,15.8873,0.0000,0.0000,15.8873,
2016-12-31,26276,Castle Story,Steam,Castle Story,Windows,DE,Germany,Western Europe,3,1,2,19.99,16.99,EUR,53.6653,17.8901,-5.7064,30.0688,
2016-12-31,26276,Castle Story,Retail,Castle Story,Windows,ES,Spain,Western Europe,1,0,1,0.00,0.00,USD,0.0000,0.0000,0.0000,0.0000,Kickstarter
2016-12-31,26276,Castle Story,Steam,Castle Story,Windows,ES,Spain,Western Europe,1,0,1,19.99,16.99,EUR,17.6300,0.0000,-3.0611,14.5689,
2016-12-31,26276,Castle Story,Steam,Castle Story,Windows,FI,Finland,Western Europe,1,0,1,19.99,16.99,EUR,17.8700,0.0000,-3.4604,14.4096,
2016-12-31,26276,Castle Story,Steam,Castle Story,Windows,FO,Faroe Islands,Western Europe,1,0,1,19.99,16.99,EUR,17.6300,0.0000,0.0000,17.6300,
2016-12-31,26276,Castle Story,Steam,Castle Story,Windows,FR,France,Western Europe,5,0,5,19.99,16.99,EUR,88.5715,0.0000,-14.7532,73.8183,
2016-12-31,26276,Castle Story,Steam,Castle Story,Windows,GB,United Kingdom,Western Europe,4,2,2,14.99,12.74,GBP,62.8435,31.4200,-5.2290,26.1945,
2016-12-31,26276,Castle Story,Steam,Castle Story,Windows,KZ,Kazakhstan,Russian Territories,1,0,1,12.59,10.70,USD,10.7000,0.0000,0.0000,10.7000,
2016-12-31,26276,Castle Story,Steam,Castle Story,Windows,NL,Netherlands,Western Europe,1,0,1,19.99,16.99,EUR,17.8900,0.0000,-3.1063,14.7837,
2016-12-31,26276,Castle Story,Steam,Castle Story,Windows,PH,Philippines,South East Asia,1,0,1,499.95,424.95,PHP,8.5400,0.0000,0.0000,8.5400,
2016-12-31,26276,Castle Story,Steam,Castle Story,Windows,PL,Poland,Eastern Europe,1,0,1,19.99,16.99,EUR,17.6300,0.0000,-3.2998,14.3302,
2016-12-31,26276,Castle Story,Steam,Castle Story,Windows,PT,Portugal,Western Europe,1,0,1,19.99,16.99,EUR,17.8901,0.0000,-3.3485,14.5416,
2016-12-31,26276,Castle Story,Steam,Castle Story,Windows,RU,Russian Federation,Russian Territories,15,1,14,419.00,356.00,RUB,87.8252,5.8400,0.0000,81.9852,
2016-12-31,26276,Castle Story,Steam,Castle Story,Windows,SE,Sweden,Western Europe,2,0,2,19.99,16.99,EUR,35.7572,0.0000,-7.1557,28.6015,
2016-12-31,26276,Castle Story,Steam,Castle Story,Windows,US,United States,North America,26,1,25,19.99,16.99,USD,441.7400,16.9900,0.0000,424.7500,
2016-12-31,26276,Castle Story,Steam,Castle Story,Windows,ZA,South Africa,Africa,1,0,1,219.00,186.15,ZAR,13.5400,0.0000,0.0000,13.5400,
2016-12-31,26276,Castle Story,Steam,Castle Story,Mac,AU,Australia,Oceania,1,0,1,19.99,16.99,USD,16.9900,0.0000,0.0000,16.9900,
2016-12-31,26276,Castle Story,Steam,Castle Story,Mac,RU,Russian Federation,Russian Territories,1,1,0,419.00,356.00,RUB,5.8400,5.8400,0.0000,0.0000,
2016-12-31,26276,Castle Story,Steam,Castle Story,Mac,US,United States,North America,2,0,2,19.99,16.99,USD,33.9800,0.0000,0.0000,33.9800,
2016-12-31,26276,Castle Story,Steam,Castle Story,Linux,CA,Canada,North America,1,0,1,21.99,18.69,CAD,13.9100,0.0000,0.0000,13.9100,
2016-12-31,26276,Castle Story,Steam,Castle Story,Linux,DE,Germany,Western Europe,1,0,1,19.99,16.99,EUR,17.8901,0.0000,-2.8536,15.0365,
2017-01-01,26276,Castle Story,Steam,Castle Story,Windows,AR,Argentina,Latin America,1,0,1,19.99,16.99,USD,16.9900,0.0000,0.0000,16.9900,
2017-01-01,26276,Castle Story,Steam,Castle Story,Windows,AT,Austria,Western Europe,1,0,1,19.99,16.99,EUR,17.7100,0.0000,-2.9499,14.7601,
2017-01-01,26276,Castle Story,Steam,Castle Story,Windows,AU,Australia,Oceania,2,0,2,19.99,16.99,USD,33.9800,0.0000,0.0000,33.9800,
2017-01-01,26276,Castle Story,Steam,Castle Story,Windows,BR,Brazil,Latin America,10,0,10,36.99,31.44,BRL,96.7000,0.0000,0.0000,96.7000,
2017-01-01,26276,Castle Story,Steam,Castle Story,Windows,CA,Canada,North America,5,0,5,21.99,18.69,CAD,69.5433,0.0000,0.0000,69.5433,
2017-01-01,26276,Castle Story,Steam,Castle Story,Windows,CH,Switzerland,Western Europe,1,0,1,19.00,16.15,CHF,16.1500,0.0000,0.0000,16.1500,
2017-01-01,26276,Castle Story,Steam,Castle Story,Windows,CN,China,Asia,2,0,2,68.00,57.00,CNY,16.4400,0.0000,0.0000,16.4400,
2017-01-01,26276,Castle Story,Steam,Castle Story,Windows,DE,Germany,Western Europe,3,0,3,19.99,16.99,EUR,53.6650,0.0000,-8.5599,45.1051,
2017-01-01,26276,Castle Story,Steam,Castle Story,Windows,DK,Denmark,Western Europe,2,0,2,19.99,16.99,EUR,35.7600,0.0000,-7.1562,28.6038,
2017-01-01,26276,Castle Story,Steam,Castle Story,Windows,ES,Spain,Western Europe,2,0,2,19.99,16.99,EUR,35.7379,0.0000,-6.2052,29.5327,
2017-01-01,26276,Castle Story,Steam,Castle Story,Windows,FR,France,Western Europe,2,0,2,19.99,16.99,EUR,35.7800,0.0000,-5.9598,29.8202,
2017-01-01,26276,Castle Story,Steam,Castle Story,Windows,GB,United Kingdom,Western Europe,2,0,2,14.99,12.74,GBP,31.4000,0.0000,-5.2251,26.1749,
2017-01-01,26276,Castle Story,Steam,Castle Story,Windows,KR,Korea Republic of,Asia,1,0,1,21000.00,17850.00,KRW,14.9100,0.0000,0.0000,14.9100,
2017-01-01,26276,Castle Story,Steam,Castle Story,Windows,KZ,Kazakhstan,Russian Territories,1,0,1,12.59,10.70,USD,10.7000,0.0000,0.0000,10.7000,
2017-01-01,26276,Castle Story,Steam,Castle Story,Windows,NO,Norway,Western Europe,1,0,1,140.00,119.00,NOK,13.8200,0.0000,-2.7640,11.0560,
2017-01-01,26276,Castle Story,Steam,Castle Story,Windows,RU,Russian Federation,Russian Territories,17,4,13,419.00,356.00,RUB,99.9886,23.3700,0.0000,76.6186,
2017-01-01,26276,Castle Story,Steam,Castle Story,Windows,SE,Sweden,Western Europe,4,0,4,19.99,16.99,EUR,71.3000,0.0000,-14.2684,57.0316,
2017-01-01,26276,Castle Story,Steam,Castle Story,Windows,US,United States,North America,16,1,15,19.99,16.99,USD,274.2400,16.9900,-2.4000,254.8500,
2017-01-01,26276,Castle Story,Steam,Castle Story,Windows,ZA,South Africa,Africa,1,0,1,219.00,186.15,ZAR,13.6743,0.0000,0.0000,13.6743,
2017-01-01,26276,Castle Story,Steam,Castle Story,Mac,US,United States,North America,2,0,2,19.99,16.99,USD,33.9800,0.0000,0.0000,33.9800,
2017-01-02,26276,Castle Story,Steam,Castle Story,Windows,AT,Austria,Western Europe,1,0,1,19.99,16.99,EUR,18.0200,0.0000,-3.0016,15.0184,
2017-01-02,26276,Castle Story,Steam,Castle Story,Windows,AU,Australia,Oceania,2,0,2,19.99,16.99,USD,33.9800,0.0000,0.0000,33.9800,
2017-01-02,26276,Castle Story,Steam,Castle Story,Windows,BR,Brazil,Latin America,5,0,5,36.99,31.44,BRL,48.5454,0.0000,0.0000,48.5454,
2017-01-02,26276,Castle Story,Steam,Castle Story,Windows,BR,Brazil,Latin America,2,0,2,36.99,36.99,BRL,22.7600,0.0000,0.0000,22.7600,
2017-01-02,26276,Castle Story,Steam,Castle Story,Windows,CA,Canada,North America,1,2,-1,21.99,18.69,CAD,13.9100,27.8200,0.0000,-13.9100,
2017-01-02,26276,Castle Story,Steam,Castle Story,Windows,DE,Germany,Western Europe,1,0,1,19.99,16.99,EUR,17.8901,0.0000,-2.8536,15.0365,
2017-01-02,26276,Castle Story,Steam,Castle Story,Windows,DK,Denmark,Western Europe,2,0,2,19.99,16.99,EUR,35.6200,0.0000,-7.1282,28.4918,
2017-01-02,26276,Castle Story,Steam,Castle Story,Windows,FR,France,Western Europe,1,1,0,19.99,16.99,EUR,17.8900,17.8900,0.0000,0.0000,
2017-01-02,26276,Castle Story,Steam,Castle Story,Windows,FR,France,Western Europe,1,0,1,19.99,19.99,EUR,21.0400,0.0000,-3.5049,17.5351,
2017-01-02,26276,Castle Story,Steam,Castle Story,Windows,NO,Norway,Western Europe,1,0,1,140.00,119.00,NOK,13.8200,0.0000,-2.7640,11.0560,
2017-01-02,26276,Castle Story,Steam,Castle Story,Windows,PL,Poland,Eastern Europe,5,0,5,19.99,16.99,EUR,89.2905,0.0000,-16.7125,72.5780,
2017-01-02,26276,Castle Story,Steam,Castle Story,Windows,PL,Poland,Eastern Europe,2,0,2,19.99,19.99,EUR,42.2700,0.0000,-7.9085,34.3615,
2017-01-02,26276,Castle Story,Steam,Castle Story,Windows,RU,Russian Federation,Russian Territories,13,0,13,419.00,356.00,RUB,76.2039,0.0000,0.0000,76.2039,
2017-01-02,26276,Castle Story,Steam,Castle Story,Windows,RU,Russian Federation,Russian Territories,2,0,2,419.00,419.00,RUB,13.9200,0.0000,0.0000,13.9200,
2017-01-02,26276,Castle Story,Steam,Castle Story,Windows,SE,Sweden,Western Europe,0,1,-1,19.99,16.99,EUR,0.0000,17.8900,3.5801,-14.3099,
2017-01-02,26276,Castle Story,Steam,Castle Story,Windows,SE,Sweden,Western Europe,1,0,1,19.99,19.99,EUR,21.0700,0.0000,-4.2161,16.8539,
